Cluster,Business_Label,Size,Recency,Frequency,Monetary
0,High Potential,25224,181.72867571213203,0.9999999999999982,1023.0569308894715
1,New Customers,61316,90.21562326689057,0.9999999999999971,203.9392229145391
2,Loyal Customers,1206,121.61276948590381,2.0049751243781233,685.3980099502489
3,Hibernating,61042,277.3589487473391,0.9999999999999971,208.4447682986569
